mix_id,dataset,target_audio_path,target_speaker_id,target_transcript,enrollment_audio_path,noise_audio_path,noise_speaker_id,noise_transcript,sir_level_db,overlap_ratio
mix_librispeech_04651,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0007.flac,1580,the moment i looked at my table i was aware that someone had rummaged among my papers,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0010.flac,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0012.flac,4992,she is wild to know how to do things,0,1.0
mix_librispeech_04652,librispeech,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0034.flac,7176,the duchess of southbridge to lord reggie oh reggie what did you say,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0023.flac,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0023.flac,260,the raft was heaved up on a watery mountain and pitched down again at a distance of twenty fathoms,5,0.4
mix_librispeech_04653,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0041.flac,1580,no harm would have been done had it not been that as he passed your door he perceived the key which had been left by the carelessness of your servant,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0031.flac,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0033.flac,61,truly such a horse should be worth much in nottingham fair,5,0.1
mix_librispeech_04654,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0003.flac,1089,hello bertie any good in your mind,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0009.flac,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0014.flac,260,and i declare it's too bad that it is,0,1.0
mix_librispeech_04655,librispeech,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0011.flac,7021,the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0019.flac,data/librispeech/LibriSpeech/test-clean/237/134493/237-134493-0002.flac,237,from the norwegian graveyard one looks out over a vast checker board marked off in squares of wheat and corn light and dark dark and light,0,0.2
mix_librispeech_04656,librispeech,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0031.flac,8463,one of the sailors led me to the afterdeck where i stood in the presence of a smart looking officer who extended his hand to me,data/librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0004.flac,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0018.flac,1580,i think so you have formed a conclusion,0,0.3
mix_librispeech_04657,librispeech,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0002.flac,260,it was the white rabbit returning splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other he came trotting along in a great hurry muttering to himself as he came oh the duchess the duchess,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0027.flac,data/librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0015.flac,8463,gram roughly one twenty eighth of an ounce,0,0.5
mix_librispeech_04658,librispeech,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0002.flac,6930,congratulations were poured in upon the princess everywhere during her journey,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0020.flac,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0017.flac,1188,that a style is restrained or severe does not mean that it is also erroneous,5,0.4
mix_librispeech_04659,librispeech,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0018.flac,6930,i remember saying have we been together,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0028.flac,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0001.flac,1580,he was pacing swiftly up and down his room,0,0.4
mix_librispeech_04660,librispeech,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0013.flac,908,and why it scatters its bright beauty thro the humid air,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0054.flac,5142,that is the best way to decide for the spear will always point somewhere and one thing is as good as another,0,0.1
mix_librispeech_04661,librispeech,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0006.flac,908,open thy heart wide and fold within the wet wings of thy dove,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0003.flac,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0022.flac,7127,i am a woman and there are few like me whoever loves me flatters me whoever flatters me pleases me and whoever pleases well said montalais you do not finish,0,1.0
mix_librispeech_04662,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0017.flac,4077,oh what a record to read what a picture to gaze upon how awful the fact,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0015.flac,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0015.flac,1320,but the bear instead of obeying maintained the seat it had taken and growled,0,0.4
mix_librispeech_04663,librispeech,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0023.flac,8463,you see my friend it's an issue of the monster the notorious narwhale,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0021.flac,data/librispeech/LibriSpeech/test-clean/5683/32879/5683-32879-0023.flac,5683,you resemble me rachel you are fearless and inflexible and generous,0,0.4
mix_librispeech_04664,librispeech,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0000.flac,7021,but anders cared nothing about that,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0013.flac,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0014.flac,1995,cotton she paused,5,0.5
mix_librispeech_04665,librispeech,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0035.flac,61,taking advantage of this the squire's few men redoubled their efforts and encouraged by robin's and the little stroller's cries fought their way to him,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0011.flac,data/librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0025.flac,7176,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,0,0.5
mix_librispeech_04666,librispeech,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0003.flac,4507,she has a son theft and a daughter hunger,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0022.flac,data/librispeech/LibriSpeech/test-clean/7021/79730/7021-79730-0008.flac,7021,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,0,1.0
mix_librispeech_04667,librispeech,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,1188,some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0009.flac,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0036.flac,5639,his mother had left her to him as being her destined protector but when she saw that he too was insensible she was near making a third and would have done so had he not come to himself,5,0.3
mix_librispeech_04668,librispeech,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0011.flac,5683,their walk continued silent for the greater part neither was quite satisfied with the other but rachel at last said,data/librispeech/LibriSpeech/test-clean/5683/32879/5683-32879-0019.flac,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0010.flac,5639,it is the only amends i ask of you for the wrong you have done me,0,0.5
mix_librispeech_04669,librispeech,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0007.flac,5105,there is no fear of that sir,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0000.flac,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0051.flac,1580,only for a minute or so,0,0.3
mix_librispeech_04670,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0050.flac,672,they snuffed about the fir tree and rustled among the branches,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0026.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0040.flac,4507,one thinks one hears hydras talking,0,0.3
mix_librispeech_04671,librispeech,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0030.flac,4970,father thee's unjust to philip he's going into business,data/librispeech/LibriSpeech/test-clean/4970/29093/4970-29093-0014.flac,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0005.flac,8463,conseil was my manservant,5,1.0
mix_librispeech_04672,librispeech,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0038.flac,61,the old servant told him quietly as they crept back to gamewell that this passage way led from the hut in the pleasance to sherwood and that geoffrey for the time was hiding with the outlaws in the forest,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0017.flac,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0012.flac,908,if he to keep one oath must lose one joy by his life's star foretold,0,0.4
mix_librispeech_04673,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0045.flac,4446,we've tortured each other enough for tonight,data/librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0017.flac,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0016.flac,8455,this i felt was paid to me as being president of the republic and i endeavoured to behave myself with such mingled humility and dignity as might befit the occasion but i could not but feel that something was wanting to the simplicity of my ordinary life,0,0.4
mix_librispeech_04674,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0002.flac,4077,it was through floyd's advice that buchanan ordered the military expedition to utah ostensibly to install certain federal officials and to repress an alleged infantile rebellion which in fact had never come into existence but in reality to further the interests of the secessionists,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0008.flac,data/librispeech/LibriSpeech/test-clean/2300/131720/2300-131720-0012.flac,2300,edison was intolerant of sham and shoddy and nothing would satisfy him that could not stand cross examination by microscope test tube and galvanometer,5,0.4
mix_librispeech_04675,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0061.flac,8455,you will carry out with you one hundred men of the north north west birmingham regiment which will probably suffice for your own security as it is thought that if mister neverbend be withdrawn the people will revert easily to their old habits of obedience,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0038.flac,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0012.flac,1284,no one saw him do this for all were looking at the powder of life but soon the woman remembered what she had been doing and came back to the cupboard,5,0.5
mix_librispeech_04676,librispeech,data/librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0008.flac,8555,then she gave rosalie back her magic ring thanking the kind witch for all she had done for them,data/librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0000.flac,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0012.flac,6930,we'll come in here this afternoon with old clothes on and have a regular house cleaning,0,0.5
mix_librispeech_04677,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0015.flac,1089,but the dusk deepening in the schoolroom covered over his thoughts the bell rang,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0020.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0036.flac,4507,facts form one of these and ideas the other,5,0.3
mix_librispeech_04678,librispeech,data/librispeech/LibriSpeech/test-clean/8224/274381/8224-274381-0010.flac,8224,by a quick and unexpected march montrose hastened to innerlochy and presented himself in order of battle before the surprised but not affrightened covenanters,data/librispeech/LibriSpeech/test-clean/8224/274384/8224-274384-0004.flac,data/librispeech/LibriSpeech/test-clean/8555/284449/8555-284449-0004.flac,8555,since last thursday i ghip ghisizzle have been the lawful boolooroo of the blue country but now that you are conquered by queen trot i suppose i am conquered too and you have no boolooroo at all,5,0.4
mix_librispeech_04679,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0016.flac,4446,he was beginning to feel a keen interest in the slender barefoot donkey girl who slipped in and out of the play singing like some one winding through a hilly field,data/librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0009.flac,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0025.flac,7021,but his mother hugged him close,0,0.5
mix_librispeech_04680,librispeech,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0004.flac,7021,yes why not thought anders,data/librispeech/LibriSpeech/test-clean/7021/85628/7021-85628-0023.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0017.flac,4507,he would be like a philologist refusing to examine a fact in language a philosopher hesitating to scrutinize a fact in humanity,0,0.4
mix_librispeech_04681,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0032.flac,6829,i discovered and put out a fire that would have destroyed the whole plant but marshall never even thanked me,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0031.flac,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0008.flac,4446,when did you come bartley and how did it happen you haven't spoken a word,5,0.5
mix_librispeech_04682,librispeech,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0017.flac,908,the cloud then shewd his golden head and his bright form emerg'd,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0021.flac,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0047.flac,2830,to do so is to lose god altogether because god becomes intolerable when we seek to measure and to comprehend his infinite majesty,5,1.0
mix_librispeech_04683,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0025.flac,8455,what could i do now but just lay myself down and die,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0068.flac,data/librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0025.flac,7176,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,0,0.4
mix_librispeech_04684,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0024.flac,4446,she pressed his hand gently in gratitude,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0037.flac,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0037.flac,8455,you have come to us threatening us with absolute destruction,0,0.3
mix_librispeech_04685,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0012.flac,4446,she looked at his heavy shoulders and big determined head thrust forward like a catapult in leash,data/librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0015.flac,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0002.flac,1089,he set off abruptly for the bull walking rapidly lest his father's shrill whistle might call him back and in a few moments he had rounded the curve at the police barrack and was safe,0,1.0
mix_librispeech_04686,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0020.flac,7127,far from it sire your majesty having given no directions about it the musicians have retained it,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0020.flac,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0002.flac,1089,he set off abruptly for the bull walking rapidly lest his father's shrill whistle might call him back and in a few moments he had rounded the curve at the police barrack and was safe,5,0.2
mix_librispeech_04687,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0003.flac,1995,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0004.flac,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0012.flac,237,in a few moments he heard the cherries dropping smartly into the pail and he began to swing his scythe with that long even stroke that few american boys ever learn,5,0.2
mix_librispeech_04688,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0018.flac,6829,miss de graf said kenneth noticing the boy's face critically as he stood where the light from the passage fell upon it,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0005.flac,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0000.flac,5683,miss lake declined the carriage to night,5,0.3
mix_librispeech_04689,librispeech,data/librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0031.flac,7729,he continued his pretended search and to give color to his errand made two arrests,data/librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0038.flac,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,1284,no i forgot all about the brains exclaimed the woman,0,0.5
mix_librispeech_04690,librispeech,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0031.flac,260,as for the ichthyosaurus has he returned to his submarine cavern,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0002.flac,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0002.flac,7176,but even the unsuccessful dramatist has his moments,5,0.3
mix_librispeech_04691,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0012.flac,7127,indeed ah,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0013.flac,data/librispeech/LibriSpeech/test-clean/2961/961/2961-961-0010.flac,2961,but in egypt the traditions of our own and other lands are by us registered for ever in our temples,0,0.5
mix_librispeech_04692,librispeech,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0023.flac,7176,you gave me double five i want double nine hallo is that you horatio hamlet speaking,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0045.flac,data/librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0042.flac,7729,relocated footnote governor robinson being on his way east the steamboat on which he was traveling stopped at lexington missouri,0,1.0
mix_librispeech_04693,librispeech,data/librispeech/LibriSpeech/test-clean/121/127105/121-127105-0034.flac,121,it sounded dull it sounded strange and all the more so because of his main condition which was,data/librispeech/LibriSpeech/test-clean/121/123859/121-123859-0001.flac,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0004.flac,6930,but joyce had not been listening all at once she put down her candle on the table and faced her companion,5,1.0
mix_librispeech_04694,librispeech,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0028.flac,7176,larkspur bit me again this morning for the third time,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0042.flac,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0000.flac,3575,and often has my mother said while on her lap i laid my head she feared for time i was not made but for eternity,5,0.3
mix_librispeech_04695,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0046.flac,1580,have i told the truth mister gilchrist,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0016.flac,data/librispeech/LibriSpeech/test-clean/5105/28240/5105-28240-0006.flac,5105,the wind being adverse the dobryna did not make very rapid progress but as the weather in spite of a few clouds remained calm and the sea was quite smooth she was enabled to hold a steady course,5,0.2
mix_librispeech_04696,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0021.flac,1089,their diving stone poised on its rude supports and rocking under their plunges and the rough hewn stones of the sloping breakwater over which they scrambled in their horseplay gleamed with cold wet lustre,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0019.flac,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0046.flac,672,tis now winter out of doors thought the tree,5,0.1
mix_librispeech_04697,librispeech,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0006.flac,1221,the mother herself as if the red ignominy were so deeply scorched into her brain that all her conceptions assumed its form had carefully wrought out the similitude lavishing many hours of morbid ingenuity to create an analogy between the object of her affection and the emblem of her guilt and torture,data/librispeech/LibriSpeech/test-clean/1221/135766/1221-135766-0000.flac,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0074.flac,2830,this attitude is universal and particularly developed in those who consider themselves better than others,0,1.0
mix_librispeech_04698,librispeech,data/librispeech/LibriSpeech/test-clean/5105/28233/5105-28233-0006.flac,5105,no cathedral not even burgos itself could vie with the church at montmartre,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0010.flac,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0034.flac,5639,all rose to do her reverence as if something from heaven had miraculously appeared before them but gazing on her entranced with admiration not one of them was able to address a single word to her,5,0.1
mix_librispeech_04699,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0069.flac,8455,if you will give us your promise to meet captain battleax here at this time to morrow we will stretch a point and delay the departure of the john bright for twenty four hours,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0045.flac,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0035.flac,2830,they remain divine regardless of men's opinion,0,0.3
mix_librispeech_04700,librispeech,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac,5639,time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0018.flac,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0009.flac,1580,it is possible that i may be in a position then to indicate some course of action,5,0.5
mix_librispeech_04701,librispeech,data/librispeech/LibriSpeech/test-clean/2830/3979/2830-3979-0000.flac,2830,we want you to help us publish some leading work of luther's for the general american market will you do it,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0043.flac,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0030.flac,7176,enter lord arthur fluffinose,5,0.4
mix_librispeech_04702,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0053.flac,672,they were so extremely curious,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0072.flac,data/librispeech/LibriSpeech/test-clean/1284/1180/1284-1180-0000.flac,1284,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold,5,1.0
mix_librispeech_04703,librispeech,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0015.flac,1188,the law of that school is that everything shall be seen clearly or at least only in such mist or faintness as shall be delightful and i have no doubt that the best introduction to it would be the elementary practice of painting every study on a golden ground,data/librispeech/LibriSpeech/test-clean/1188/133604/1188-133604-0041.flac,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0003.flac,1995,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,5,0.2
mix_librispeech_04704,librispeech,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0016.flac,61,and then they became vexed and would have snatched your purse from us,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0019.flac,data/librispeech/LibriSpeech/test-clean/121/127105/121-127105-0009.flac,121,she has been dead these twenty years,0,0.1
mix_librispeech_04705,librispeech,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0021.flac,908,lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0017.flac,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0038.flac,2830,grace be to you and peace from god the father and from our lord jesus christ,5,0.3
mix_librispeech_04706,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0022.flac,1995,up in the sick room zora lay on the little white bed,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0006.flac,data/librispeech/LibriSpeech/test-clean/3570/5695/3570-5695-0002.flac,3570,but as we descend the social scale the point is presently reached where the duties of vicarious leisure and consumption devolve upon the wife alone,5,0.3
mix_librispeech_04707,librispeech,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0020.flac,4507,we may be stopped the fact may be put to us in general terms which is one way of attenuating it we may be told that all trades professions it may be added all the accidents of the social hierarchy and all forms of intelligence have their own slang,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0016.flac,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0027.flac,2094,munny i tould ike to do into de barn to tommy to see de whittawd,0,0.4
mix_librispeech_04708,librispeech,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0010.flac,6930,what in the world is that queried joyce,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0014.flac,data/librispeech/LibriSpeech/test-clean/4992/41806/4992-41806-0016.flac,4992,the face of the mahogany shone with delight and why not when it was doing everything almost everything within the scope of a piano and yet the family had enjoyed weeks of good nourishing meals on what had been saved by its exertions,5,0.5
mix_librispeech_04709,librispeech,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0017.flac,5683,i am very uneasy about it whatever it is i can't help it,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0029.flac,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0016.flac,237,i don't know all of them but i know lindens are,5,0.1
mix_librispeech_04710,librispeech,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0016.flac,5142,for once in a way i proved a true prophet,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0018.flac,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0005.flac,2094,several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of coloured rags,0,0.3
mix_librispeech_04711,librispeech,data/librispeech/LibriSpeech/test-clean/5105/28233/5105-28233-0003.flac,5105,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confessed that servadac being naturally idle was very much given to spinning tops,data/librispeech/LibriSpeech/test-clean/5105/28241/5105-28241-0003.flac,data/librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0004.flac,8463,in all the novel had a difficult gestation,5,0.4
mix_librispeech_04712,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0049.flac,2094,no sir he isn't he's gone to rosseter to see mister west the factor about the wool,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0020.flac,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0061.flac,61,you are a worthy leech will presently whispered robin the wine has worked a marvel,0,0.2
mix_librispeech_04713,librispeech,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0006.flac,260,the atmosphere is evidently charged and surcharged with electricity,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0015.flac,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0032.flac,8463,in person welcome aboard professor your cabin is waiting for you,0,0.3
mix_librispeech_04714,librispeech,data/librispeech/LibriSpeech/test-clean/3570/5696/3570-5696-0007.flac,3570,the use of the word waste as a technical term therefore implies no deprecation of the motives or of the ends sought by the consumer under this canon of conspicuous waste,data/librispeech/LibriSpeech/test-clean/3570/5694/3570-5694-0013.flac,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0007.flac,908,could it mean to last a love set pendulous between sorrow and sorrow,5,0.4
mix_librispeech_04715,librispeech,data/librispeech/LibriSpeech/test-clean/121/121726/121-121726-0011.flac,121,husband the next thing to a wife,data/librispeech/LibriSpeech/test-clean/121/123852/121-123852-0001.flac,data/librispeech/LibriSpeech/test-clean/7021/79740/7021-79740-0004.flac,7021,you have come andella andella was the name of jane's doll to make rosalie a visit,5,0.4
mix_librispeech_04716,librispeech,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0028.flac,5639,i have great things to tell you senor said dona estafania to her husband the cream and substance of which is this the fainting girl before you is your daughter and that boy is your grandson,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0019.flac,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0029.flac,7176,i want to get away from it all swoons,5,1.0
mix_librispeech_04717,librispeech,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0028.flac,4970,he doesn't say but it's on the frontier and on the map everything beyond it is marked indians and desert and looks as desolate as a wednesday meeting humph it was time for him to do something,data/librispeech/LibriSpeech/test-clean/4970/29093/4970-29093-0023.flac,data/librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0004.flac,8463,in all the novel had a difficult gestation,0,0.5
mix_librispeech_04718,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0005.flac,672,oh that made him so angry,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0041.flac,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0040.flac,237,i pray for you but that's not the same as if you prayed yourself,0,0.2
